Date,Index Value,Rating
2024-08-21 00:00:00,50.228571428571435,neutral
2024-08-22 00:00:00,46.77142857142858,neutral
2024-08-23 00:00:00,51.57142857142857,neutral
2024-08-26 00:00:00,52.94285714285714,neutral
2024-08-27 00:00:00,52.28571428571429,neutral
2024-08-28 00:00:00,51.08571428571429,neutral
2024-08-29 00:00:00,56.057142857142864,greed
2024-08-30 00:00:00,60.314285714285724,greed
2024-09-03 00:00:00,56.34285714285714,greed
2024-09-04 00:00:00,56.62857142857143,greed
2024-09-05 00:00:00,50.62857142857143,neutral
2024-09-06 00:00:00,39.34285714285715,fear
2024-09-09 00:00:00,41.971428571428575,fear
2024-09-10 00:00:00,39.6857142857143,fear
2024-09-11 00:00:00,43.08571428571429,fear
2024-09-12 00:00:00,42.97142857142857,fear
2024-09-13 00:00:00,48.62857142857143,neutral
2024-09-16 00:00:00,50.31428571428571,neutral
2024-09-17 00:00:00,54.62857142857143,neutral
2024-09-18 00:00:00,55.17142857142858,greed
2024-09-19 00:00:00,63.80000000000001,greed
2024-09-20 00:00:00,61.2,greed
2024-09-23 00:00:00,63.85714285714287,greed
2024-09-24 00:00:00,66.42857142857143,greed
2024-09-25 00:00:00,65.74285714285715,greed
2024-09-26 00:00:00,70.74285714285713,greed
2024-09-27 00:00:00,67.31428571428572,greed
2024-09-30 00:00:00,73.6857142857143,greed
2024-10-01 00:00:00,70.31428571428572,greed
2024-10-02 00:00:00,70.57142857142857,greed
2024-10-03 00:00:00,69.42857142857143,greed
2024-10-04 00:00:00,71.4,greed
2024-10-07 00:00:00,70.82857142857144,greed
2024-10-08 00:00:00,71.17142857142856,greed
2024-10-09 00:00:00,71.14285714285715,greed
2024-10-10 00:00:00,70.28571428571429,greed
2024-10-11 00:00:00,71.65714285714286,greed
2024-10-14 00:00:00,74.22857142857143,greed
2024-10-15 00:00:00,71.14285714285715,greed
2024-10-16 00:00:00,69.02857142857142,greed
2024-10-17 00:00:00,68.57142857142857,greed
2024-10-18 00:00:00,72.42857142857143,greed
2024-10-21 00:00:00,69.8,greed
2024-10-22 00:00:00,70.37142857142858,greed
2024-10-23 00:00:00,63.199999999999996,greed
2024-10-24 00:00:00,62.94285714285714,greed
2024-10-25 00:00:00,58.74285714285715,greed
2024-10-28 00:00:00,60.85714285714287,greed
2024-10-29 00:00:00,60.057142857142864,greed
2024-10-30 00:00:00,57.2,greed
2024-10-31 00:00:00,40.45714285714286,fear
2024-11-01 00:00:00,50.48571428571429,neutral
2024-11-04 00:00:00,42.42857142857143,fear
2024-11-05 00:00:00,43.54285714285715,fear
2024-11-06 00:00:00,44.0,fear
2024-11-07 00:00:00,59.05714285714286,greed
2024-11-08 00:00:00,59.42857142857144,greed
2024-11-11 00:00:00,66.6,greed
2024-11-12 00:00:00,66.71428571428571,greed
2024-11-13 00:00:00,66.31428571428572,greed
2024-11-14 00:00:00,60.314285714285724,greed
2024-11-15 00:00:00,51.199999999999996,neutral
2024-11-18 00:00:00,50.285714285714285,neutral
2024-11-19 00:00:00,49.51428571428572,neutral
2024-11-20 00:00:00,49.51428571428572,neutral
2024-11-21 00:00:00,56.60000000000001,greed
2024-11-22 00:00:00,60.71428571428572,greed
2024-11-25 00:00:00,62.88571428571429,greed
2024-11-26 00:00:00,65.91428571428573,greed
2024-11-27 00:00:00,64.4,greed
2024-11-29 00:00:00,65.0,greed
2024-12-02 00:00:00,65.31428571428572,greed
2024-12-03 00:00:00,59.57142857142858,greed
2024-12-04 00:00:00,57.48571428571429,greed
2024-12-05 00:00:00,54.91428571428572,neutral
2024-12-06 00:00:00,52.142857142857146,neutral
2024-12-09 00:00:00,49.25714285714287,neutral
2024-12-10 00:00:00,46.971428571428575,neutral
2024-12-11 00:00:00,49.2,neutral
2024-12-12 00:00:00,47.114285714285714,neutral
2024-12-13 00:00:00,49.114285714285714,neutral
2024-12-16 00:00:00,56.057142857142864,greed
2024-12-17 00:00:00,51.4,neutral
2024-12-18 00:00:00,33.12857142857143,fear
2024-12-19 00:00:00,19.514285714285716,extreme fear
2024-12-20 00:00:00,27.600000000000005,fear
2024-12-23 00:00:00,30.142857142857146,fear
2024-12-24 00:00:00,34.51428571428571,fear
2024-12-26 00:00:00,34.17142857142857,fear
2024-12-27 00:00:00,33.82857142857143,fear
2024-12-30 00:00:00,28.6,fear
2024-12-31 00:00:00,26.314285714285713,fear
2025-01-02 00:00:00,24.314285714285717,extreme fear
2025-01-03 00:00:00,28.885714285714283,fear
2025-01-06 00:00:00,33.77142857142857,fear
2025-01-07 00:00:00,34.31428571428572,fear
2025-01-08 00:00:00,31.914285714285718,fear
2025-01-10 00:00:00,25.62857142857143,fear
2025-01-13 00:00:00,25.34285714285715,fear
2025-01-14 00:00:00,25.142857142857142,fear
2025-01-15 00:00:00,27.428571428571427,fear
2025-01-16 00:00:00,27.342857142857145,fear
2025-01-17 00:00:00,36.02857142857143,fear
2025-01-21 00:00:00,39.91428571428572,fear
2025-01-22 00:00:00,41.62857142857143,fear
2025-01-23 00:00:00,43.68571428571429,fear
2025-01-24 00:00:00,45.800000000000004,neutral
2025-01-27 00:00:00,37.971428571428575,fear
2025-01-28 00:00:00,40.62857142857143,fear
2025-01-29 00:00:00,42.4,fear
2025-01-30 00:00:00,45.91428571428571,neutral
2025-01-31 00:00:00,43.771428571428565,fear
2025-02-03 00:00:00,37.4,fear
2025-02-04 00:00:00,37.142857142857146,fear
2025-02-05 00:00:00,38.62857142857143,fear
2025-02-06 00:00:00,39.68571428571429,fear
2025-02-07 00:00:00,38.371428571428574,fear
2025-02-10 00:00:00,44.714285714285715,fear
2025-02-11 00:00:00,45.4,neutral
2025-02-12 00:00:00,41.371428571428574,fear
2025-02-13 00:00:00,46.60000000000001,neutral
2025-02-14 00:00:00,43.68571428571429,fear
2025-02-18 00:00:00,46.800000000000004,neutral
2025-02-19 00:00:00,47.628571428571426,neutral
2025-02-20 00:00:00,44.228571428571435,fear
2025-02-21 00:00:00,36.971428571428575,fear
2025-02-24 00:00:00,29.542857142857144,fear
2025-02-25 00:00:00,24.199999999999996,extreme fear
2025-02-26 00:00:00,21.25714285714286,extreme fear
2025-02-27 00:00:00,12.757142857142858,extreme fear
2025-02-28 00:00:00,20.657142857142855,extreme fear
2025-03-03 00:00:00,12.342857142857143,extreme fear
2025-03-04 00:00:00,11.042857142857143,extreme fear
2025-03-05 00:00:00,11.514285714285714,extreme fear
2025-03-06 00:00:00,17.2,extreme fear
2025-03-07 00:00:00,17.642857142857146,extreme fear
2025-03-10 00:00:00,17.071428571428573,extreme fear
2025-03-11 00:00:00,15.114285714285716,extreme fear
2025-03-12 00:00:00,15.914285714285715,extreme fear
2025-03-13 00:00:00,15.185714285714287,extreme fear
2025-03-14 00:00:00,22.057142857142857,extreme fear
2025-03-17 00:00:00,22.571428571428573,extreme fear
2025-03-18 00:00:00,22.228571428571428,extreme fear
2025-03-19 00:00:00,21.599999999999998,extreme fear
2025-03-20 00:00:00,21.685714285714287,extreme fear
2025-03-21 00:00:00,22.685714285714287,extreme fear
2025-03-24 00:00:00,25.400000000000002,fear
2025-03-25 00:00:00,29.285714285714285,fear
2025-03-26 00:00:00,28.88571428571429,fear
2025-03-27 00:00:00,28.342857142857145,fear
2025-03-28 00:00:00,26.371428571428574,fear
2025-03-31 00:00:00,21.114285714285717,extreme fear
2025-04-01 00:00:00,19.571428571428573,extreme fear
2025-04-02 00:00:00,22.599999999999998,extreme fear
2025-04-03 00:00:00,12.142857142857142,extreme fear
2025-04-04 00:00:00,5.385714285714286,extreme fear
2025-04-07 00:00:00,4.0,extreme fear
2025-04-08 00:00:00,2.9,extreme fear
2025-04-09 00:00:00,9.5,extreme fear
2025-04-10 00:00:00,5.614285714285715,extreme fear
2025-04-11 00:00:00,8.385714285714286,extreme fear
2025-04-14 00:00:00,12.342857142857143,extreme fear
2025-04-15 00:00:00,13.114285714285716,extreme fear
2025-04-16 00:00:00,11.142857142857142,extreme fear
2025-04-17 00:00:00,16.057142857142857,extreme fear
2025-04-21 00:00:00,12.371428571428572,extreme fear
2025-04-22 00:00:00,13.600000000000003,extreme fear
2025-04-23 00:00:00,21.542857142857144,extreme fear
2025-04-24 00:00:00,24.08571428571429,extreme fear
2025-04-25 00:00:00,34.51428571428572,fear
2025-04-28 00:00:00,32.142857142857146,fear
2025-04-29 00:00:00,32.74285714285714,fear
2025-04-30 00:00:00,32.371428571428574,fear
2025-05-01 00:00:00,41.25714285714287,fear
2025-05-02 00:00:00,38.28571428571429,fear
2025-05-05 00:00:00,53.057142857142864,neutral
2025-05-06 00:00:00,54.65714285714286,neutral
2025-05-07 00:00:00,54.142857142857146,neutral
2025-05-08 00:00:00,57.65714285714286,greed
2025-05-09 00:00:00,60.02857142857143,greed
2025-05-12 00:00:00,64.4857142857143,greed
2025-05-13 00:00:00,68.2,greed
2025-05-14 00:00:00,70.4,greed
2025-05-15 00:00:00,69.14285714285714,greed
2025-05-16 00:00:00,70.60000000000001,greed
2025-05-19 00:00:00,69.74285714285715,greed
2025-05-20 00:00:00,69.17142857142858,greed
2025-05-21 00:00:00,66.22857142857143,greed
2025-05-22 00:00:00,66.8,greed
2025-05-23 00:00:00,64.08571428571429,greed
2025-05-27 00:00:00,65.74285714285715,greed
2025-05-28 00:00:00,64.74285714285715,greed
2025-05-29 00:00:00,64.45714285714287,greed
2025-05-30 00:00:00,61.91428571428571,greed
2025-06-02 00:00:00,62.42857142857144,greed
2025-06-03 00:00:00,54.57142857142857,neutral
2025-06-04 00:00:00,54.88571428571429,neutral
2025-06-05 00:00:00,57.97142857142858,greed
2025-06-06 00:00:00,61.77142857142858,greed
2025-06-09 00:00:00,63.42857142857143,greed
2025-06-10 00:00:00,64.0,greed
2025-06-11 00:00:00,64.2,greed
2025-06-12 00:00:00,64.6,greed
2025-06-13 00:00:00,59.54285714285715,greed
2025-06-16 00:00:00,61.114285714285714,greed
2025-06-17 00:00:00,57.42857142857144,greed
2025-06-18 00:00:00,54.285714285714285,neutral
2025-06-20 00:00:00,54.51428571428573,neutral
2025-06-23 00:00:00,56.60000000000001,greed
2025-06-24 00:00:00,57.885714285714286,greed
2025-06-25 00:00:00,59.25714285714286,greed
2025-06-26 00:00:00,63.00000000000001,greed
2025-06-27 00:00:00,64.8,greed
2025-06-30 00:00:00,69.22857142857143,greed
2025-07-01 00:00:00,67.54285714285714,greed
2025-07-02 00:00:00,63.714285714285715,greed
2025-07-03 00:00:00,77.62857142857145,extreme greed
2025-07-07 00:00:00,75.08571428571429,extreme greed
2025-07-08 00:00:00,74.62857142857142,greed
2025-07-09 00:00:00,75.91428571428571,extreme greed
2025-07-10 00:00:00,76.97142857142856,extreme greed
2025-07-11 00:00:00,75.25714285714285,extreme greed
2025-07-14 00:00:00,76.5142857142857,extreme greed
2025-07-15 00:00:00,73.8857142857143,greed
2025-07-16 00:00:00,73.8285714285714,greed
2025-07-17 00:00:00,75.4,extreme greed
2025-07-18 00:00:00,74.5428571428571,greed
2025-07-21 00:00:00,72.6857142857143,greed
2025-07-22 00:00:00,73.5428571428572,greed
2025-07-23 00:00:00,76.5714285714286,extreme greed
2025-07-24 00:00:00,74.4,greed
2025-07-25 00:00:00,73.9428571428572,greed
2025-07-28 00:00:00,72.2285714285714,greed
2025-07-29 00:00:00,68.0857142857143,greed
2025-07-30 00:00:00,65.2571428571429,greed
2025-07-31 00:00:00,59.1714285714286,greed
2025-08-01 00:00:00,56.1428571428571,greed
2025-08-04 00:00:00,56.6,greed
2025-08-05 00:00:00,53.8571428571429,neutral
2025-08-06 00:00:00,55.1714285714286,greed
2025-08-07 00:00:00,54.6285714285714,neutral
2025-08-08 00:00:00,59.3142857142857,greed
2025-08-11 00:00:00,58.3714285714286,greed
2025-08-12 00:00:00,62.9142857142857,greed
2025-08-13 00:00:00,64.8285714285714,greed
2025-08-14 00:00:00,63.3428571428571,greed
2025-08-15 00:00:00,64.5714285714286,greed
2025-08-18 00:00:00,63.5714285714286,greed
2025-08-19 00:00:00,59.6857142857143,greed
2025-08-20 00:00:00,55.7428571428571,greed
2025-08-21 00:00:00,55.7428571428571,greed
2025-08-21 11:58:01,55.7428571428571,greed
